,Monthlycharges,Totalcharges,Multiplelines_0,Multiplelines_1,Multiplelines_2,Multiplelines_3,Multiplelines_4,Multiplelines_5,Multiplelines_6,Internetservice_0,Internetservice_1,Internetservice_2,Internetservice_3,Internetservice_4,Internetservice_5,Internetservice_6,Contract_0,Contract_1,Contract_2,Contract_3,Contract_4,Contract_5,Contract_6,Paymentmethod_0,Paymentmethod_1,Paymentmethod_2,Paymentmethod_3,Paymentmethod_4,Paymentmethod_5,Paymentmethod_6,CreatedTenure_0,CreatedTenure_1,CreatedTenure_2,CreatedTenure_3,CreatedTenure_4,CreatedTenure_5,CreatedTenure_6,Gender_Female,Gender_Male,Seniorcitizen_No,Seniorcitizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,Phoneservice_No,Phoneservice_Yes,Onlinesecurity_No,Onlinesecurity_Yes,Onlinebackup_No,Onlinebackup_Yes,Deviceprotection_No,Deviceprotection_Yes,Techsupport_No,Techsupport_Yes,Streamingtv_No,Streamingtv_Yes,Streamingmovies_No,Streamingmovies_Yes,Paperlessbilling_No,Paperlessbilling_Yes
5521,92.15,6056.9,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
5522,44.8,2983.65,0,2,0,0,1,1,1,2,2,0,2,2,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
5523,20.9,689.35,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5524,95.4,2025.1,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,0,0,4,4,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
5525,80.35,1747.2,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5526,85.1,4657.95,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5527,34.7,296.1,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
5528,115.05,8016.6,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5529,81.1,81.1,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5530,19.95,433.5,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,0,0,4,4,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5531,20.55,20.55,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5532,106.6,6428.4,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,0,0,0,1,2,3,0,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
5533,86.15,5883.85,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
5534,78.85,1043.8,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5535,106.75,6252.9,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,3,2,3,2,0,2,2,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5536,86.55,1857.25,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,0,0,4,4,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
5537,42.4,146.4,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
5538,89.45,240.45,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
5539,24.25,1724.15,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5540,97.9,315.3,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
5541,20.5,429.55,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,0,0,4,4,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5542,19.6,356.15,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,3,3,3,3,0,0,1,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5543,20.25,488.25,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,0,0,4,4,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5544,55.7,55.7,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5545,20.6,1298.7,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5546,19.8,1378.75,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5547,79.8,973.45,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
5548,80.2,384.25,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
5549,116.4,8543.25,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5550,31.65,389.95,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
5551,94.15,5731.85,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
5552,20.65,20.65,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5553,76.85,4275.75,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
5554,20.15,84.5,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5555,55.25,1924.1,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,2,2,2,2,1,2,2,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5556,39.05,669.85,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
5557,82.15,5784.3,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
5558,103.0,5166.2,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
5559,95.1,4060.55,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
5560,83.9,267.4,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
5561,95.15,3532.85,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
5562,79.8,4914.8,1,0,1,1,2,0,2,2,2,0,2,2,0,0,0,0,1,2,2,1,2,0,0,0,1,2,3,0,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
5563,74.8,5315.8,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
5564,69.85,69.85,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5565,20.45,775.6,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5566,78.35,5445.95,1,0,1,1,2,0,2,2,2,0,2,2,0,0,0,0,1,2,2,1,2,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
5567,53.55,53.55,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
5568,19.1,1007.8,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,0,0,0,1,2,3,0,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5569,20.0,833.55,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,2,4,0,0,3,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5570,93.9,6579.05,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
5571,19.95,1004.5,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5572,113.15,7856.0,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,0,0,0,1,2,3,0,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5573,24.0,1183.05,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5574,84.95,2169.75,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
5575,80.5,896.9,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,4,3,1,1,2,3,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
5576,19.3,19.3,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5577,19.15,501.35,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5578,91.3,4126.35,2,1,2,2,0,2,0,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1
5579,49.65,49.65,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
5580,54.35,2460.15,2,1,2,2,0,2,0,2,2,0,2,2,0,0,1,2,2,1,1,0,1,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
5581,19.15,477.6,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,2,4,0,0,3,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5582,88.45,370.65,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
5583,19.75,265.75,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5584,75.5,2424.45,2,1,2,2,0,2,0,2,2,0,2,2,0,0,0,0,1,2,2,1,2,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
5585,83.75,1849.95,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
5586,19.4,61.05,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5587,26.5,1698.55,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5588,90.5,1910.6,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,0,0,4,4,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
5589,19.15,998.1,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,3,3,3,3,0,0,1,3,2,3,2,0,2,2,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5590,94.85,890.6,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
5591,69.95,529.5,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5592,40.9,1383.6,0,2,0,0,1,1,1,2,2,0,2,2,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,4,0,0,3,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
5593,80.25,493.4,2,1,2,2,0,2,0,2,2,0,2,2,0,0,1,2,2,1,1,0,1,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5594,48.6,48.6,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
5595,70.8,1207.0,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5596,60.2,563.5,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
5597,55.2,864.55,2,1,2,2,0,2,0,2,2,0,2,2,0,0,0,0,1,2,2,1,2,3,3,3,3,0,0,1,0,0,4,4,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
5598,55.8,2109.35,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
5599,54.15,701.05,2,1,2,2,0,2,0,2,2,0,2,2,0,0,0,0,1,2,2,1,2,1,1,1,0,3,1,3,0,0,4,4,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0
5600,80.15,2265.25,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
5601,75.5,220.6,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5602,100.4,5749.8,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
5603,62.55,2796.45,2,1,2,2,0,2,0,2,2,0,2,2,0,0,0,0,1,2,2,1,2,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
5604,70.45,5165.7,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
5605,85.5,5696.6,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
5606,20.2,20.2,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,1,1,1,0,3,1,3,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5607,54.5,2076.05,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5608,20.75,44.2,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5609,20.35,215.25,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5610,91.0,1859.5,2,1,2,2,0,2,0,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,0,0,4,4,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
5611,104.8,7470.1,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
5612,74.75,229.5,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5613,104.05,2470.1,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
5614,51.1,2092.9,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
5615,89.8,5629.55,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5616,20.55,469.85,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5617,64.05,733.95,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,1,1,1,0,3,1,3,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
5618,74.85,485.25,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5619,96.65,1244.5,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
5620,20.05,20.05,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5621,103.45,3994.45,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
5622,25.0,78.25,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5623,20.3,1131.5,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
